FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount,Date
62,20101229,3,6,2,62,1100,29/12/2010 00:00
63,20101229,3,6,2,63,2400,29/12/2010 00:00
64,20101229,3,6,1,63,1912,29/12/2010 00:00
65,20101229,3,6,1,65,220,29/12/2010 00:00
66,20101229,3,6,2,65,280,29/12/2010 00:00
67,20101229,3,6,2,66,200,29/12/2010 00:00
68,20101229,3,6,1,66,200,29/12/2010 00:00
69,20101229,3,6,1,67,104,29/12/2010 00:00
70,20101229,3,6,2,67,100,29/12/2010 00:00
71,20101229,3,6,2,68,100,29/12/2010 00:00
72,20101229,3,6,1,68,76,29/12/2010 00:00
73,20101229,3,6,1,69,22,29/12/2010 00:00
74,20101229,3,6,1,71,32,29/12/2010 00:00
75,20101229,3,6,2,71,50,29/12/2010 00:00
76,20101229,3,6,2,72,200,29/12/2010 00:00
77,20101229,3,6,1,72,153,29/12/2010 00:00
78,20101229,3,6,1,73,151,29/12/2010 00:00
79,20101229,3,6,2,73,220,29/12/2010 00:00
80,20101229,3,6,2,74,100,29/12/2010 00:00
81,20101229,3,6,1,74,96,29/12/2010 00:00
82,20101229,3,6,1,76,486,29/12/2010 00:00
83,20101229,3,6,2,76,750,29/12/2010 00:00
84,20101229,3,6,2,77,380,29/12/2010 00:00
85,20101229,3,6,1,77,346,29/12/2010 00:00
86,20101229,3,6,1,78,113,29/12/2010 00:00
87,20101229,3,6,2,78,100,29/12/2010 00:00
88,20101229,3,6,2,80,380,29/12/2010 00:00
89,20101229,3,6,1,80,449,29/12/2010 00:00
90,20101229,3,6,1,81,278,29/12/2010 00:00
91,20101229,3,6,2,81,280,29/12/2010 00:00
92,20101229,3,6,2,82,30,29/12/2010 00:00
93,20101229,3,6,1,82,29,29/12/2010 00:00
94,20101229,3,6,1,83,102,29/12/2010 00:00
95,20101229,3,6,2,83,90,29/12/2010 00:00
96,20101229,3,6,2,84,80,29/12/2010 00:00
97,20101229,3,6,1,84,92,29/12/2010 00:00
98,20101229,3,6,1,85,82,29/12/2010 00:00
99,20101229,3,6,2,85,80,29/12/2010 00:00
100,20101229,3,6,2,87,380,29/12/2010 00:00
101,20101229,3,6,1,87,360,29/12/2010 00:00
102,20101229,3,6,1,89,179,29/12/2010 00:00
103,20101229,3,6,1,90,276,29/12/2010 00:00
104,20101229,3,6,1,91,-221,29/12/2010 00:00
105,20101229,3,6,1,92,368,29/12/2010 00:00
106,20101229,3,6,1,94,3642,29/12/2010 00:00
107,20101229,3,6,1,96,8,29/12/2010 00:00
108,20101229,3,6,1,97,98,29/12/2010 00:00
109,20101229,3,6,1,99,45000,29/12/2010 00:00
110,20101229,3,6,1,101,76475,29/12/2010 00:00
111,20101229,3,6,2,101,91800,29/12/2010 00:00
112,20101229,3,7,1,4,76978,29/12/2010 00:00
113,20101229,3,7,1,6,124391,29/12/2010 00:00
114,20101229,3,7,1,7,3556,29/12/2010 00:00
115,20101229,3,7,1,8,2487,29/12/2010 00:00
116,20101229,3,7,1,13,19218,29/12/2010 00:00
117,20101229,3,7,1,14,12687,29/12/2010 00:00
118,20101229,3,7,1,15,23136,29/12/2010 00:00
119,20101229,3,7,1,18,13720,29/12/2010 00:00
120,20101229,3,7,1,19,43720,29/12/2010 00:00
121,20101229,3,7,1,20,13445,29/12/2010 00:00
122,20101229,3,7,1,21,59754,29/12/2010 00:00
123,20101229,3,7,1,22,11887,29/12/2010 00:00
124,20101229,3,7,1,23,4908,29/12/2010 00:00
125,20101229,3,7,1,24,23894,29/12/2010 00:00
126,20101229,3,7,1,28,20246,29/12/2010 00:00
127,20101229,3,7,1,29,175368,29/12/2010 00:00
128,20101229,3,7,1,31,55708,29/12/2010 00:00
129,20101229,3,7,1,32,29228,29/12/2010 00:00
130,20101229,3,7,1,33,28238,29/12/2010 00:00
131,20101229,3,7,1,34,9316,29/12/2010 00:00
132,20101229,3,7,1,35,42697,29/12/2010 00:00
133,20101229,3,7,1,37,33491,29/12/2010 00:00
134,20101229,3,7,1,38,36417,29/12/2010 00:00
135,20101229,3,7,1,39,55708,29/12/2010 00:00
136,20101229,3,7,1,40,29546,29/12/2010 00:00
137,20101229,3,7,1,42,350000,29/12/2010 00:00
138,20101229,3,7,1,43,-830343.5,29/12/2010 00:00
139,20101229,3,7,1,45,423790.5,29/12/2010 00:00
140,20101229,3,7,1,46,-25508,29/12/2010 00:00
141,20101229,3,7,1,60,5520,29/12/2010 00:00
142,20101229,3,7,2,60,5000,29/12/2010 00:00
143,20101229,3,7,2,61,480,29/12/2010 00:00
144,20101229,3,7,1,61,497,29/12/2010 00:00
145,20101229,3,7,1,62,331,29/12/2010 00:00
146,20101229,3,7,2,62,380,29/12/2010 00:00
147,20101229,3,7,2,65,90,29/12/2010 00:00
148,20101229,3,7,1,65,81,29/12/2010 00:00
149,20101229,3,7,1,66,74,29/12/2010 00:00
150,20101229,3,7,2,66,80,29/12/2010 00:00
151,20101229,3,7,2,67,40,29/12/2010 00:00
152,20101229,3,7,1,67,38,29/12/2010 00:00
153,20101229,3,7,1,68,29,29/12/2010 00:00
154,20101229,3,7,2,68,30,29/12/2010 00:00
155,20101229,3,7,1,69,8,29/12/2010 00:00
156,20101229,3,7,1,71,9,29/12/2010 00:00
157,20101229,3,7,2,71,30,29/12/2010 00:00
158,20101229,3,7,2,73,80,29/12/2010 00:00
159,20101229,3,7,1,73,57,29/12/2010 00:00
160,20101229,3,7,1,74,86,29/12/2010 00:00
161,20101229,3,7,2,74,100,29/12/2010 00:00
162,20101229,3,7,2,76,60,29/12/2010 00:00
163,20101229,3,7,1,76,71,29/12/2010 00:00
164,20101229,3,7,1,77,128,29/12/2010 00:00
165,20101229,3,7,2,77,100,29/12/2010 00:00
166,20101229,3,7,2,78,40,29/12/2010 00:00
167,20101229,3,7,1,78,39,29/12/2010 00:00
168,20101229,3,7,1,80,143,29/12/2010 00:00
169,20101229,3,7,2,80,100,29/12/2010 00:00
170,20101229,3,7,2,81,90,29/12/2010 00:00
171,20101229,3,7,1,81,89,29/12/2010 00:00
172,20101229,3,7,1,82,9,29/12/2010 00:00
173,20101229,3,7,2,82,10,29/12/2010 00:00
174,20101229,3,7,2,83,30,29/12/2010 00:00
175,20101229,3,7,1,83,30,29/12/2010 00:00
176,20101229,3,7,1,84,25,29/12/2010 00:00
177,20101229,3,7,2,84,30,29/12/2010 00:00
178,20101229,3,7,2,85,20,29/12/2010 00:00
179,20101229,3,7,1,85,24,29/12/2010 00:00
180,20101229,3,7,1,87,135,29/12/2010 00:00
181,20101229,3,7,2,87,100,29/12/2010 00:00
182,20101229,3,7,1,89,48,29/12/2010 00:00
183,20101229,3,7,1,90,73,29/12/2010 00:00
184,20101229,3,7,1,91,-58,29/12/2010 00:00
185,20101229,3,7,1,92,98,29/12/2010 00:00
186,20101229,3,7,1,94,52,29/12/2010 00:00
187,20101229,3,7,1,96,3,29/12/2010 00:00
188,20101229,3,7,1,100,23076,29/12/2010 00:00
189,20101229,4,1,1,60,43120,29/12/2010 00:00
190,20101229,4,1,2,60,40900,29/12/2010 00:00
191,20101229,4,1,2,61,4000,29/12/2010 00:00
192,20101229,4,1,1,61,5174,29/12/2010 00:00
193,20101229,4,1,1,62,3449,29/12/2010 00:00
194,20101229,4,1,2,62,3600,29/12/2010 00:00
195,20101229,4,1,2,65,850,29/12/2010 00:00
196,20101229,4,1,1,65,770,29/12/2010 00:00
197,20101229,4,1,1,66,700,29/12/2010 00:00
198,20101229,4,1,2,66,750,29/12/2010 00:00
199,20101229,4,1,2,67,380,29/12/2010 00:00
200,20101229,4,1,1,67,352,29/12/2010 00:00
201,20101229,4,1,1,68,264,29/12/2010 00:00
202,20101229,4,1,2,68,280,29/12/2010 00:00
203,20101229,4,1,1,69,77,29/12/2010 00:00
204,20101229,4,1,1,71,99,29/12/2010 00:00
205,20101229,4,1,2,71,110,29/12/2010 00:00
206,20101229,4,1,2,73,500,29/12/2010 00:00
207,20101229,4,1,1,73,486,29/12/2010 00:00
208,20101229,4,1,1,74,240,29/12/2010 00:00
209,20101229,4,1,2,74,280,29/12/2010 00:00
210,20101229,4,1,2,76,550,29/12/2010 00:00
211,20101229,4,1,1,76,561,29/12/2010 00:00
212,20101229,4,1,1,77,1009,29/12/2010 00:00
213,20101229,4,1,2,77,950,29/12/2010 00:00
214,20101229,4,1,2,78,280,29/12/2010 00:00
215,20101229,4,1,1,78,277,29/12/2010 00:00
216,20101229,4,1,1,80,1051,29/12/2010 00:00
217,20101229,4,1,2,80,1000,29/12/2010 00:00
218,20101229,4,1,2,81,650,29/12/2010 00:00
219,20101229,4,1,1,81,650,29/12/2010 00:00
220,20101229,4,1,1,82,62,29/12/2010 00:00
221,20101229,4,1,2,82,70,29/12/2010 00:00
222,20101229,4,1,2,83,200,29/12/2010 00:00
223,20101229,4,1,1,83,217,29/12/2010 00:00
224,20101229,4,1,1,84,180,29/12/2010 00:00
225,20101229,4,1,2,84,200,29/12/2010 00:00
226,20101229,4,1,2,85,200,29/12/2010 00:00
227,20101229,4,1,1,85,174,29/12/2010 00:00
228,20101229,4,1,1,87,990,29/12/2010 00:00
229,20101229,4,1,2,87,850,29/12/2010 00:00
230,20101229,4,1,1,89,176,29/12/2010 00:00
231,20101229,4,1,1,90,270,29/12/2010 00:00
232,20101229,4,1,1,91,-216,29/12/2010 00:00
233,20101229,4,1,1,92,360,29/12/2010 00:00
234,20101229,4,1,1,94,96,29/12/2010 00:00
235,20101229,4,1,1,96,11,29/12/2010 00:00
236,20101229,4,2,1,12,34545,29/12/2010 00:00
237,20101229,4,6,1,52,4505,29/12/2010 00:00
238,20101229,4,6,2,52,3900,29/12/2010 00:00
239,20101229,4,6,2,53,-1600,29/12/2010 00:00
240,20101229,4,6,1,53,-1126,29/12/2010 00:00
241,20101229,4,6,1,56,42417,29/12/2010 00:00
242,20101229,4,6,2,56,55000,29/12/2010 00:00
243,20101229,4,6,2,57,1500,29/12/2010 00:00
244,20101229,4,6,1,57,938,29/12/2010 00:00
245,20101229,4,6,1,60,26040,29/12/2010 00:00
246,20101229,4,6,2,60,22700,29/12/2010 00:00
247,20101229,4,6,2,61,2000,29/12/2010 00:00
248,20101229,4,6,1,61,2083,29/12/2010 00:00
249,20101229,4,6,1,62,1562,29/12/2010 00:00
250,20101229,4,6,2,62,1600,29/12/2010 00:00
251,20101229,4,6,2,63,6200,29/12/2010 00:00
252,20101229,4,6,1,63,3379,29/12/2010 00:00
253,20101229,4,6,1,65,378,29/12/2010 00:00
254,20101229,4,6,2,65,380,29/12/2010 00:00
255,20101229,4,6,2,66,380,29/12/2010 00:00
256,20101229,4,6,1,66,343,29/12/2010 00:00
257,20101229,4,6,1,67,182,29/12/2010 00:00
258,20101229,4,6,2,67,200,29/12/2010 00:00
259,20101229,4,6,2,68,100,29/12/2010 00:00
260,20101229,4,6,1,68,133,29/12/2010 00:00
261,20101229,4,6,1,69,38,29/12/2010 00:00
262,20101229,4,6,1,71,63,29/12/2010 00:00
263,20101229,4,6,2,71,70,29/12/2010 00:00
264,20101229,4,6,2,72,380,29/12/2010 00:00
265,20101229,4,6,1,72,225,29/12/2010 00:00
266,20101229,4,6,1,73,263,29/12/2010 00:00
267,20101229,4,6,2,73,300,29/12/2010 00:00
268,20101229,4,6,2,74,200,29/12/2010 00:00
269,20101229,4,6,1,74,187,29/12/2010 00:00
270,20101229,4,6,1,76,1201,29/12/2010 00:00
271,20101229,4,6,2,76,1500,29/12/2010 00:00
272,20101229,4,6,2,77,550,29/12/2010 00:00
273,20101229,4,6,1,77,604,29/12/2010 00:00
274,20101229,4,6,1,78,193,29/12/2010 00:00
275,20101229,4,6,2,78,200,29/12/2010 00:00
276,20101229,4,6,2,80,650,29/12/2010 00:00
277,20101229,4,6,1,80,749,29/12/2010 00:00
278,20101229,4,6,1,81,464,29/12/2010 00:00
279,20101229,4,6,2,81,380,29/12/2010 00:00
280,20101229,4,6,2,82,50,29/12/2010 00:00
281,20101229,4,6,1,82,47,29/12/2010 00:00
282,20101229,4,6,1,83,165,29/12/2010 00:00
283,20101229,4,6,2,83,100,29/12/2010 00:00
284,20101229,4,6,2,84,100,29/12/2010 00:00
285,20101229,4,6,1,84,145,29/12/2010 00:00
286,20101229,4,6,1,85,132,29/12/2010 00:00
287,20101229,4,6,2,85,100,29/12/2010 00:00
288,20101229,4,6,2,87,550,29/12/2010 00:00
289,20101229,4,6,1,87,630,29/12/2010 00:00
290,20101229,4,6,1,89,142,29/12/2010 00:00
291,20101229,4,6,1,90,218,29/12/2010 00:00
292,20101229,4,6,1,91,-174,29/12/2010 00:00
293,20101229,4,6,1,92,291,29/12/2010 00:00
294,20101229,4,6,1,94,3303,29/12/2010 00:00
295,20101229,4,6,1,96,7,29/12/2010 00:00
296,20101229,4,6,1,97,95,29/12/2010 00:00
297,20101229,4,6,1,99,63000,29/12/2010 00:00
298,20101229,4,6,2,101,123900,29/12/2010 00:00
299,20101229,4,6,1,101,112648,29/12/2010 00:00
300,20101229,4,7,1,4,138120,29/12/2010 00:00
301,20101229,4,7,1,6,172658,29/12/2010 00:00
302,20101229,4,7,1,7,5181,29/12/2010 00:00
303,20101229,4,7,1,8,3453,29/12/2010 00:00
304,20101229,4,7,1,13,23826,29/12/2010 00:00
305,20101229,4,7,1,14,16229,29/12/2010 00:00
306,20101229,4,7,1,15,31769,29/12/2010 00:00
307,20101229,4,7,1,18,10976,29/12/2010 00:00
308,20101229,4,7,1,19,34976,29/12/2010 00:00
309,20101229,4,7,1,20,10646,29/12/2010 00:00
310,20101229,4,7,1,21,48713,29/12/2010 00:00
311,20101229,4,7,1,22,9416,29/12/2010 00:00
312,20101229,4,7,1,23,3849,29/12/2010 00:00
313,20101229,4,7,1,24,20310,29/12/2010 00:00
314,20101229,4,7,1,28,16196,29/12/2010 00:00
315,20101229,4,7,1,29,149442,29/12/2010 00:00
316,20101229,4,7,1,31,46294,29/12/2010 00:00
317,20101229,4,7,1,32,25924,29/12/2010 00:00
318,20101229,4,7,1,33,21738,29/12/2010 00:00
319,20101229,4,7,1,34,12448,29/12/2010 00:00
320,20101229,4,7,1,35,32590,29/12/2010 00:00
321,20101229,4,7,1,37,25665,29/12/2010 00:00
322,20101229,4,7,1,38,26166,29/12/2010 00:00
323,20101229,4,7,1,39,45395,29/12/2010 00:00
324,20101229,4,7,1,40,23636,29/12/2010 00:00
325,20101229,4,7,1,42,350000,29/12/2010 00:00
326,20101229,4,7,1,43,-491124,29/12/2010 00:00
327,20101229,4,7,1,45,291070,29/12/2010 00:00
328,20101229,4,7,1,46,-27492,29/12/2010 00:00
329,20101229,4,7,1,100,16719,29/12/2010 00:00
330,20101229,5,1,1,60,33920,29/12/2010 00:00
331,20101229,5,1,2,60,31600,29/12/2010 00:00
332,20101229,5,1,2,61,2700,29/12/2010 00:00
333,20101229,5,1,1,61,3731,29/12/2010 00:00
334,20101229,5,1,1,62,2035,29/12/2010 00:00
335,20101229,5,1,2,62,1900,29/12/2010 00:00
336,20101229,5,1,2,65,480,29/12/2010 00:00
337,20101229,5,1,1,65,440,29/12/2010 00:00
338,20101229,5,1,1,66,400,29/12/2010 00:00
339,20101229,5,1,2,66,380,29/12/2010 00:00
340,20101229,5,1,2,67,200,29/12/2010 00:00
341,20101229,5,1,1,67,208,29/12/2010 00:00
342,20101229,5,1,1,68,152,29/12/2010 00:00
343,20101229,5,1,2,68,200,29/12/2010 00:00
344,20101229,5,1,1,69,44,29/12/2010 00:00
345,20101229,5,1,1,71,64,29/12/2010 00:00
346,20101229,5,1,2,71,90,29/12/2010 00:00
347,20101229,5,1,2,73,300,29/12/2010 00:00
348,20101229,5,1,1,73,301,29/12/2010 00:00
349,20101229,5,1,1,74,192,29/12/2010 00:00
350,20101229,5,1,2,74,200,29/12/2010 00:00
351,20101229,5,1,2,76,380,29/12/2010 00:00
352,20101229,5,1,1,76,384,29/12/2010 00:00
353,20101229,5,1,1,77,691,29/12/2010 00:00
354,20101229,5,1,2,77,650,29/12/2010 00:00
355,20101229,5,1,2,78,200,29/12/2010 00:00
356,20101229,5,1,1,78,210,29/12/2010 00:00
357,20101229,5,1,1,80,806,29/12/2010 00:00
358,20101229,5,1,2,80,850,29/12/2010 00:00
359,20101229,5,1,2,81,550,29/12/2010 00:00
360,20101229,5,1,1,81,499,29/12/2010 00:00
361,20101229,5,1,1,82,49,29/12/2010 00:00
362,20101229,5,1,2,82,60,29/12/2010 00:00
363,20101229,5,1,2,83,200,29/12/2010 00:00
364,20101229,5,1,1,83,172,29/12/2010 00:00
365,20101229,5,1,1,84,147,29/12/2010 00:00
366,20101229,5,1,2,84,200,29/12/2010 00:00
367,20101229,5,1,2,85,200,29/12/2010 00:00
368,20101229,5,1,1,85,138,29/12/2010 00:00
369,20101229,5,1,1,87,720,29/12/2010 00:00
370,20101229,5,1,2,87,750,29/12/2010 00:00
371,20101229,5,1,1,89,144,29/12/2010 00:00
372,20101229,5,1,1,90,220,29/12/2010 00:00
373,20101229,5,1,1,91,-176,29/12/2010 00:00
374,20101229,5,1,1,92,294,29/12/2010 00:00
375,20101229,5,1,1,94,219,29/12/2010 00:00
376,20101229,5,1,1,96,8,29/12/2010 00:00
377,20101229,5,2,1,12,17392,29/12/2010 00:00
378,20101229,5,6,1,52,1683,29/12/2010 00:00
379,20101229,5,6,2,52,2200,29/12/2010 00:00
380,20101229,5,6,2,53,-250,29/12/2010 00:00
381,20101229,5,6,1,53,-561,29/12/2010 00:00
382,20101229,5,6,1,56,21575,29/12/2010 00:00
383,20101229,5,6,2,56,22700,29/12/2010 00:00
384,20101229,5,6,2,57,500,29/12/2010 00:00
385,20101229,5,6,1,57,467,29/12/2010 00:00
386,20101229,5,6,1,60,25480,29/12/2010 00:00
387,20101229,5,6,2,60,26400,29/12/2010 00:00
388,20101229,5,6,2,61,2600,29/12/2010 00:00
389,20101229,5,6,1,61,2038,29/12/2010 00:00
390,20101229,5,6,1,62,2293,29/12/2010 00:00
391,20101229,5,6,2,62,1800,29/12/2010 00:00
392,20101229,5,6,2,63,8700,29/12/2010 00:00
393,20101229,5,6,1,63,2244,29/12/2010 00:00
394,20101229,5,6,1,65,553,29/12/2010 00:00
395,20101229,5,6,2,65,380,29/12/2010 00:00
396,20101229,5,6,2,66,380,29/12/2010 00:00
397,20101229,5,6,1,66,503,29/12/2010 00:00
398,20101229,5,6,1,67,252,29/12/2010 00:00
399,20101229,5,6,2,67,200,29/12/2010 00:00
400,20101229,5,6,2,68,200,29/12/2010 00:00
401,20101229,5,6,1,68,189,29/12/2010 00:00
402,20101229,5,6,1,69,55,29/12/2010 00:00
403,20101229,5,6,1,71,49,29/12/2010 00:00
404,20101229,5,6,2,71,70,29/12/2010 00:00
405,20101229,5,6,2,72,280,29/12/2010 00:00
406,20101229,5,6,1,72,168,29/12/2010 00:00
407,20101229,5,6,1,73,336,29/12/2010 00:00
408,20101229,5,6,2,73,300,29/12/2010 00:00
409,20101229,5,6,2,74,200,29/12/2010 00:00
410,20101229,5,6,1,74,248,29/12/2010 00:00
411,20101229,5,6,1,76,846,29/12/2010 00:00
412,20101229,5,6,2,76,1700,29/12/2010 00:00
413,20101229,5,6,2,77,550,29/12/2010 00:00
414,20101229,5,6,1,77,667,29/12/2010 00:00
415,20101229,5,6,1,78,178,29/12/2010 00:00
416,20101229,5,6,2,78,200,29/12/2010 00:00
417,20101229,5,6,2,80,650,29/12/2010 00:00
418,20101229,5,6,1,80,668,29/12/2010 00:00
419,20101229,5,6,1,81,414,29/12/2010 00:00
420,20101229,5,6,2,81,480,29/12/2010 00:00
421,20101229,5,6,2,82,40,29/12/2010 00:00
422,20101229,5,6,1,82,40,29/12/2010 00:00
423,20101229,5,6,1,83,140,29/12/2010 00:00
424,20101229,5,6,2,83,200,29/12/2010 00:00
425,20101229,5,6,2,84,100,29/12/2010 00:00
426,20101229,5,6,1,84,116,29/12/2010 00:00
427,20101229,5,6,1,85,112,29/12/2010 00:00
428,20101229,5,6,2,85,100,29/12/2010 00:00
429,20101229,5,6,2,87,550,29/12/2010 00:00
430,20101229,5,6,1,87,630,29/12/2010 00:00
431,20101229,5,6,1,89,113,29/12/2010 00:00
432,20101229,5,6,1,90,174,29/12/2010 00:00
433,20101229,5,6,1,91,-139,29/12/2010 00:00
434,20101229,5,6,1,92,232,29/12/2010 00:00
435,20101229,5,6,1,94,4254,29/12/2010 00:00
436,20101229,5,6,1,96,7,29/12/2010 00:00
437,20101229,5,6,1,97,95,29/12/2010 00:00
438,20101229,5,6,1,99,38500,29/12/2010 00:00
439,20101229,5,6,2,101,53300,29/12/2010 00:00
440,20101229,5,6,1,101,56105,29/12/2010 00:00
441,20101229,5,7,1,4,64261,29/12/2010 00:00
442,20101229,5,7,1,6,95647,29/12/2010 00:00
443,20101229,5,7,1,7,2552,29/12/2010 00:00
444,20101229,5,7,1,8,1912,29/12/2010 00:00
445,20101229,5,7,1,13,15064,29/12/2010 00:00
446,20101229,5,7,1,14,10425,29/12/2010 00:00
447,20101229,5,7,1,15,17407,29/12/2010 00:00
448,20101229,5,7,1,18,8232,29/12/2010 00:00
449,20101229,5,7,1,19,26232,29/12/2010 00:00
450,20101229,5,7,1,20,7738,29/12/2010 00:00
451,20101229,5,7,1,21,43030,29/12/2010 00:00
452,20101229,5,7,1,22,7062,29/12/2010 00:00
453,20101229,5,7,1,23,2886,29/12/2010 00:00
454,20101229,5,7,1,24,15979,29/12/2010 00:00
455,20101229,5,7,1,28,13062,29/12/2010 00:00
456,20101229,5,7,1,29,114372,29/12/2010 00:00
457,20101229,5,7,1,31,34833,29/12/2010 00:00
458,20101229,5,7,1,32,17346,29/12/2010 00:00
459,20101229,5,7,1,33,16943,29/12/2010 00:00
460,20101229,5,7,1,34,6427,29/12/2010 00:00
461,20101229,5,7,1,35,23503,29/12/2010 00:00
462,20101229,5,7,1,37,19883,29/12/2010 00:00
463,20101229,5,7,1,38,20232,29/12/2010 00:00
464,20101229,5,7,1,39,35207,29/12/2010 00:00
465,20101229,5,7,1,40,19062,29/12/2010 00:00
466,20101229,5,7,1,42,350000,29/12/2010 00:00
467,20101229,5,7,1,43,-657203.8,29/12/2010 00:00
468,20101229,5,7,1,45,359790.8,29/12/2010 00:00
469,20101229,5,7,1,46,-51614,29/12/2010 00:00
470,20101229,5,7,1,100,13976,29/12/2010 00:00
471,20101229,6,1,1,60,20800,29/12/2010 00:00
472,20101229,6,1,2,60,19800,29/12/2010 00:00
473,20101229,6,1,2,61,1800,29/12/2010 00:00
474,20101229,6,1,1,61,2080,29/12/2010 00:00
475,20101229,6,1,1,62,1040,29/12/2010 00:00
476,20101229,6,1,2,62,1200,29/12/2010 00:00
477,20101229,6,1,2,65,280,29/12/2010 00:00
478,20101229,6,1,1,65,218,29/12/2010 00:00
479,20101229,6,1,1,66,198,29/12/2010 00:00
480,20101229,6,1,2,66,280,29/12/2010 00:00
481,20101229,6,1,2,67,100,29/12/2010 00:00
482,20101229,6,1,1,67,109,29/12/2010 00:00
483,20101229,6,1,1,68,78,29/12/2010 00:00
484,20101229,6,1,2,68,100,29/12/2010 00:00
485,20101229,6,1,1,69,22,29/12/2010 00:00
486,20101229,6,1,1,71,31,29/12/2010 00:00
487,20101229,6,1,2,71,60,29/12/2010 00:00
488,20101229,6,1,2,73,220,29/12/2010 00:00
489,20101229,6,1,1,73,169,29/12/2010 00:00
490,20101229,6,1,1,74,105,29/12/2010 00:00
491,20101229,6,1,2,74,100,29/12/2010 00:00
492,20101229,6,1,2,76,200,29/12/2010 00:00
493,20101229,6,1,1,76,237,29/12/2010 00:00
494,20101229,6,1,1,77,426,29/12/2010 00:00
495,20101229,6,1,2,77,380,29/12/2010 00:00
496,20101229,6,1,2,78,100,29/12/2010 00:00
497,20101229,6,1,1,78,147,29/12/2010 00:00
498,20101229,6,1,1,80,584,29/12/2010 00:00
499,20101229,6,1,2,80,550,29/12/2010 00:00
500,20101229,6,1,2,81,280,29/12/2010 00:00
501,20101229,6,1,1,81,361,29/12/2010 00:00
502,20101229,6,1,1,82,38,29/12/2010 00:00
503,20101229,6,1,2,82,30,29/12/2010 00:00
504,20101229,6,1,2,83,100,29/12/2010 00:00
505,20101229,6,1,1,83,133,29/12/2010 00:00
506,20101229,6,1,1,84,118,29/12/2010 00:00
507,20101229,6,1,2,84,100,29/12/2010 00:00
